question,answer,context,id,task,direction,size
List all items in Row 6,"Z,Z,N,G,T,X",csv/0-csv/item_4446.csv,nt11966,item,row,"(6, 6)"
List all items in Row 10,"V,A,H,K,K,P,H,P,U,B,B,Z",csv/0-csv/item_3329.csv,nt11967,item,row,"(12, 12)"
List all items in Row 4,"X,E,Z,O",csv/0-csv/item_5980.csv,nt11968,item,row,"(4, 4)"
What is the maximum of Col 12?,10,csv/0-csv/arithmetic_2169.csv,nt11969,arithmetic,col,"(12, 12)"
List all items in Col 11,"N,O,L,S,A,L,I,V,P,E,Y,E",csv/0-csv/item_229.csv,nt11970,item,col,"(12, 12)"
List all items in Col 7,"W,C,K,L,B,R,X,Y",csv/0-csv/item_2037.csv,nt11971,item,col,"(8, 8)"
What is the maximum of Col 4?,10,csv/0-csv/arithmetic_3277.csv,nt11972,arithmetic,col,"(8, 8)"
What is the maximum of Col 5?,10,csv/0-csv/arithmetic_4518.csv,nt11973,arithmetic,col,"(10, 10)"
List all items in Row 5,"R,G,R,D,F,S,I,W,F,N",csv/0-csv/item_5758.csv,nt11974,item,row,"(10, 10)"
List all items in Col 5,"G,W,S,Q,O,L",csv/0-csv/item_6251.csv,nt11975,item,col,"(6, 6)"
What is the maximum of Col 8?,10,csv/0-csv/arithmetic_257.csv,nt11976,arithmetic,col,"(8, 8)"
What is the minimum of Col 4?,4,csv/0-csv/arithmetic_1460.csv,nt11977,arithmetic,col,"(4, 4)"
What is the minimum of Col 1?,3,csv/0-csv/arithmetic_2141.csv,nt11978,arithmetic,col,"(6, 6)"
List all items in Col 5,"L,M,T,V,M,T",csv/0-csv/item_3301.csv,nt11979,item,col,"(6, 6)"
List all items in Row 5,"K,R,H,N,R,S",csv/0-csv/item_201.csv,nt11980,item,row,"(6, 6)"
List all items in Col 3,"C,H,J,U",csv/0-csv/item_5770.csv,nt11981,item,col,"(4, 4)"
What is the maximum of Col 3?,8,csv/0-csv/arithmetic_4530.csv,nt11982,arithmetic,col,"(4, 4)"
List all items in Col 10,"J,E,D,W,H,K,F,U,R,R,M,N",csv/0-csv/item_6279.csv,nt11983,item,col,"(12, 12)"
List all items in Row 6,"U,I,X,D,C,R",csv/0-csv/item_1516.csv,nt11984,item,row,"(6, 6)"
What is the maximum of Col 5?,9,csv/0-csv/arithmetic_1448.csv,nt11985,arithmetic,col,"(10, 10)"
What is the minimum of Col 1?,3,csv/0-csv/arithmetic_6327.csv,nt11986,arithmetic,col,"(8, 8)"
What is the minimum of Row 4?,1,csv/0-csv/arithmetic_6441.csv,nt11987,arithmetic,row,"(6, 6)"
List all items in Col 1,"O,X,N,X",csv/0-csv/item_1270.csv,nt11988,item,col,"(4, 4)"
What is the maximum of Row 6?,9,csv/0-csv/arithmetic_519.csv,nt11989,arithmetic,row,"(12, 12)"
List all items in Row 1,"A,W,Z,D,T,R",csv/0-csv/item_5016.csv,nt11990,item,row,"(6, 6)"
What is the maximum of Row 1?,10,csv/0-csv/arithmetic_4256.csv,nt11991,arithmetic,row,"(6, 6)"
What is the minimum of Row 9?,1,csv/0-csv/arithmetic_3539.csv,nt11992,arithmetic,row,"(12, 12)"
List all items in Row 4,"J,Y,E,J,K,E,V,A",csv/0-csv/item_567.csv,nt11993,item,row,"(8, 8)"
List all items in Col 7,"H,C,D,H,N,F,C,W,U,E,G,Z",csv/0-csv/item_2779.csv,nt11994,item,col,"(12, 12)"
What is the minimum of Row 8?,1,csv/0-csv/arithmetic_2627.csv,nt11995,arithmetic,row,"(8, 8)"
List all items in Col 1,"A,R,Q,X,O,Z,X,U",csv/0-csv/item_3467.csv,nt11996,item,col,"(8, 8)"
List all items in Col 8,"W,T,H,D,Y,S,Y,V,V,Z",csv/0-csv/item_4308.csv,nt11997,item,col,"(10, 10)"
What is the maximum of Row 3?,10,csv/0-csv/arithmetic_5148.csv,nt11998,arithmetic,row,"(10, 10)"
List all items in Col 2,"B,X,X,W,D,F,I,B",csv/0-csv/item_5002.csv,nt11999,item,col,"(8, 8)"
What is the maximum of Col 7?,8,csv/0-csv/arithmetic_4242.csv,nt12000,arithmetic,col,"(8, 8)"
List all items in Col 3,"F,Z,Q,F,H,U,C,R,A,P",csv/0-csv/item_573.csv,nt12001,item,col,"(10, 10)"
What is the maximum of Col 3?,8,csv/0-csv/arithmetic_2633.csv,nt12002,arithmetic,col,"(10, 10)"
List all items in Row 1,"A,N,M,I,W,R,X,W,V,I",csv/0-csv/item_3473.csv,nt12003,item,row,"(10, 10)"
What is the maximum of Col 4?,10,csv/0-csv/arithmetic_6455.csv,nt12004,arithmetic,col,"(4, 4)"
List all items in Row 8,"V,G,V,Y,F,B,Q,U,T,O,Z,A",csv/0-csv/item_1264.csv,nt12005,item,row,"(12, 12)"
List all items in Col 6,"Y,Z,I,U,M,T,P,V",csv/0-csv/item_1502.csv,nt12006,item,col,"(8, 8)"
What is the minimum of Col 3?,3,csv/0-csv/arithmetic_6333.csv,nt12007,arithmetic,col,"(10, 10)"
What is the minimum of Row 4?,2,csv/0-csv/arithmetic_2155.csv,nt12008,arithmetic,row,"(4, 4)"
List all items in Col 2,"P,I,A,T",csv/0-csv/item_3315.csv,nt12009,item,col,"(4, 4)"
List all items in Col 3,"E,S,H,X",csv/0-csv/item_215.csv,nt12010,item,col,"(4, 4)"
List all items in Row 3,"H,U,C,K,S,G,J,C,O,B,T,C",csv/0-csv/item_5764.csv,nt12011,item,row,"(12, 12)"
What is the minimum of Col 4?,1,csv/0-csv/arithmetic_4524.csv,nt12012,arithmetic,col,"(12, 12)"
What is the maximum of Row 6?,10,csv/0-csv/arithmetic_5809.csv,nt12013,arithmetic,row,"(12, 12)"
List all items in Col 3,"U,Y,M,F,P,M",csv/0-csv/item_4491.csv,nt12014,item,col,"(6, 6)"
List all items in Row 5,"R,V,L,J,A,E,J,Y",csv/0-csv/item_5957.csv,nt12015,item,row,"(8, 8)"
List all items in Row 2,"U,P,W,G,G,Z",csv/0-csv/item_21.csv,nt12016,item,row,"(6, 6)"
List all items in Col 5,"X,F,N,F,D,S",csv/0-csv/item_6286.csv,nt12017,item,col,"(6, 6)"
What is the minimum of Col 4?,1,csv/0-csv/arithmetic_280.csv,nt12018,arithmetic,col,"(4, 4)"
List all items in Col 2,"Y,O,B,R,W,M,M,A,T,Y",csv/0-csv/item_3498.csv,nt12019,item,col,"(10, 10)"
What is the minimum of Col 1?,2,csv/0-csv/arithmetic_2800.csv,nt12020,arithmetic,col,"(4, 4)"
List all items in Col 2,"H,O,I,C,F,N,J,K,G,Z",csv/0-csv/item_598.csv,nt12021,item,col,"(10, 10)"
List all items in Row 2,"R,J,X,J,T,Q",csv/0-csv/item_2786.csv,nt12022,item,row,"(6, 6)"
What is the minimum of Row 10?,1,csv/0-csv/arithmetic_2814.csv,nt12023,arithmetic,row,"(12, 12)"
List all items in Row 4,"V,I,I,H,B,Q,W,M",csv/0-csv/item_2792.csv,nt12024,item,row,"(8, 8)"
List all items in Col 3,"U,V,L,S",csv/0-csv/item_35.csv,nt12025,item,col,"(4, 4)"
List all items in Row 4,"F,Z,X,P,U,R,X,A",csv/0-csv/item_6292.csv,nt12026,item,row,"(8, 8)"
What is the maximum of Col 1?,10,csv/0-csv/arithmetic_294.csv,nt12027,arithmetic,col,"(12, 12)"
List all items in Col 4,"Y,C,M,U",csv/0-csv/item_4485.csv,nt12028,item,col,"(4, 4)"
List all items in Col 5,"E,R,Y,A,Q,V,I,A,I,Y",csv/0-csv/item_5943.csv,nt12029,item,col,"(10, 10)"
What is the maximum of Row 2?,5,csv/0-csv/arithmetic_5835.csv,nt12030,arithmetic,row,"(4, 4)"
What is the maximum of Col 8?,10,csv/0-csv/arithmetic_2182.csv,nt12031,arithmetic,col,"(8, 8)"
List all items in Col 5,"D,R,X,Z,Y,P,C,I",csv/0-csv/item_2962.csv,nt12032,item,col,"(8, 8)"
What is the minimum of Col 3?,3,csv/0-csv/arithmetic_4295.csv,nt12033,arithmetic,col,"(4, 4)"
What is the maximum of Col 4?,10,csv/0-csv/arithmetic_6482.csv,nt12034,arithmetic,col,"(8, 8)"
What is the minimum of Row 3?,1,csv/0-csv/arithmetic_6496.csv,nt12035,arithmetic,row,"(6, 6)"
List all items in Row 6,"W,T,S,P,M,T",csv/0-csv/item_2976.csv,nt12036,item,row,"(6, 6)"
What is the maximum of Col 6?,9,csv/0-csv/arithmetic_2828.csv,nt12037,arithmetic,col,"(10, 10)"
What is the maximum of Row 2?,10,csv/0-csv/arithmetic_4281.csv,nt12038,arithmetic,row,"(6, 6)"
What is the maximum of Col 7?,7,csv/0-csv/arithmetic_3288.csv,nt12039,arithmetic,col,"(10, 10)"
What is the maximum of Row 3?,9,csv/0-csv/arithmetic_5821.csv,nt12040,arithmetic,row,"(6, 6)"
What is the maximum of Col 4?,10,csv/0-csv/arithmetic_2196.csv,nt12041,arithmetic,col,"(6, 6)"
What is the minimum of Col 4?,1,csv/0-csv/arithmetic_1500.csv,nt12042,arithmetic,col,"(4, 4)"
What is the maximum of Col 6?,10,csv/0-csv/arithmetic_337.csv,nt12043,arithmetic,col,"(8, 8)"
List all items in Col 5,"D,U,J,P,I,P",csv/0-csv/item_6331.csv,nt12044,item,col,"(6, 6)"
What is the minimum of Col 8?,1,csv/0-csv/arithmetic_4478.csv,nt12045,arithmetic,col,"(10, 10)"
List all items in Col 5,"B,W,P,U,Z,R,R,M,M,Y",csv/0-csv/item_5638.csv,nt12046,item,col,"(10, 10)"
List all items in Row 1,"U,Y,Y,T,E,J,Q,C,J,C,W,T",csv/0-csv/item_349.csv,nt12047,item,row,"(12, 12)"
List all items in Row 4,"T,U,S,Y,B,B,F,G",csv/0-csv/item_2157.csv,nt12048,item,row,"(8, 8)"
What is the maximum of Row 5?,8,csv/0-csv/arithmetic_3317.csv,nt12049,arithmetic,row,"(8, 8)"
List all items in Row 3,"E,J,O,R,D,I,H,G,Q,O,H,G",csv/0-csv/item_3249.csv,nt12050,item,row,"(12, 12)"
What is the minimum of Col 6?,3,csv/0-csv/arithmetic_2009.csv,nt12051,arithmetic,col,"(12, 12)"
What is the maximum of Row 1?,10,csv/0-csv/arithmetic_5766.csv,nt12052,arithmetic,row,"(6, 6)"
List all items in Col 2,"E,Y,U,U,A,M",csv/0-csv/item_4526.csv,nt12053,item,col,"(6, 6)"
What is the minimum of Row 3?,5,csv/0-csv/arithmetic_5000.csv,nt12054,arithmetic,row,"(4, 4)"
List all items in Col 2,"P,F,A,D",csv/0-csv/item_4240.csv,nt12055,item,col,"(4, 4)"
List all items in Col 1,"J,A,T,D,F,Y",csv/0-csv/item_2631.csv,nt12056,item,col,"(6, 6)"
What is the minimum of Col 4?,1,csv/0-csv/arithmetic_3471.csv,nt12057,arithmetic,col,"(6, 6)"
List all items in Col 3,"J,D,E,K,Z,V,Y,W",csv/0-csv/item_6457.csv,nt12058,item,col,"(8, 8)"
What is the minimum of Row 3?,1,csv/0-csv/arithmetic_451.csv,nt12059,arithmetic,row,"(6, 6)"
List all items in Row 4,"N,D,L,Q,U,G,P,E,S,H",csv/0-csv/item_1338.csv,nt12060,item,row,"(10, 10)"
What is the maximum of Row 3?,8,csv/0-csv/arithmetic_1266.csv,nt12061,arithmetic,row,"(6, 6)"
What is the maximum of Row 3?,10,csv/0-csv/arithmetic_6509.csv,nt12062,arithmetic,row,"(12, 12)"
List all items in Row 3,"V,D,U,Z,R,D,Y,W,V,X",csv/0-csv/item_6443.csv,nt12063,item,row,"(10, 10)"
What is the maximum of Col 4?,10,csv/0-csv/arithmetic_445.csv,nt12064,arithmetic,col,"(4, 4)"
What is the minimum of Col 7?,2,csv/0-csv/arithmetic_1272.csv,nt12065,arithmetic,col,"(8, 8)"
What is the maximum of Row 1?,9,csv/0-csv/arithmetic_5014.csv,nt12066,arithmetic,row,"(12, 12)"
List all items in Row 11,"G,Z,P,J,A,L,A,H,X,F,K,G",csv/0-csv/item_4254.csv,nt12067,item,row,"(12, 12)"
List all items in Row 1,"G,Y,M,R",csv/0-csv/item_2625.csv,nt12068,item,row,"(4, 4)"
What is the maximum of Row 4?,10,csv/0-csv/arithmetic_3465.csv,nt12069,arithmetic,row,"(4, 4)"
List all items in Col 9,"W,G,A,E,Z,U,E,C,V,O",csv/0-csv/item_2143.csv,nt12070,item,col,"(10, 10)"
What is the maximum of Col 2?,8,csv/0-csv/arithmetic_3303.csv,nt12071,arithmetic,col,"(10, 10)"
What is the minimum of Col 6?,2,csv/0-csv/arithmetic_5772.csv,nt12072,arithmetic,col,"(8, 8)"
List all items in Row 5,"K,D,K,P,W,H,B,X",csv/0-csv/item_4532.csv,nt12073,item,row,"(8, 8)"
What is the maximum of Row 7?,10,csv/0-csv/arithmetic_1514.csv,nt12074,arithmetic,row,"(12, 12)"
What is the maximum of Col 3?,10,csv/0-csv/arithmetic_323.csv,nt12075,arithmetic,col,"(10, 10)"
List all items in Row 2,"D,R,A,Y",csv/0-csv/item_6325.csv,nt12076,item,row,"(4, 4)"
List all items in Col 1,"R,A,J,K,H,W,H,O,T,N,K,Y",csv/0-csv/item_5604.csv,nt12077,item,col,"(12, 12)"
What is the minimum of Col 8?,3,csv/0-csv/arithmetic_4444.csv,nt12078,arithmetic,col,"(12, 12)"
What is the minimum of Col 8?,1,csv/0-csv/arithmetic_5982.csv,nt12079,arithmetic,col,"(8, 8)"
List all items in Row 3,"I,P,N,D",csv/0-csv/item_375.csv,nt12080,item,row,"(4, 4)"
What is the minimum of Col 2?,1,csv/0-csv/arithmetic_2035.csv,nt12081,arithmetic,col,"(4, 4)"
List all items in Row 2,"V,E,T,C",csv/0-csv/item_3275.csv,nt12082,item,row,"(4, 4)"
What is the minimum of Col 9?,1,csv/0-csv/arithmetic_6253.csv,nt12083,arithmetic,col,"(10, 10)"
List all items in Col 6,"K,Z,B,Q,C,W,Y,V",csv/0-csv/item_1462.csv,nt12084,item,col,"(8, 8)"
List all items in Col 7,"H,F,X,C,N,B,A,R,K,K,D,D",csv/0-csv/item_1304.csv,nt12085,item,col,"(12, 12)"
What is the minimum of Row 1?,1,csv/0-csv/arithmetic_6535.csv,nt12086,arithmetic,row,"(4, 4)"
What is the maximum of Row 7?,9,csv/0-csv/arithmetic_2753.csv,nt12087,arithmetic,row,"(10, 10)"
List all items in Col 6,"N,Z,B,C,I,Z,B,Q,V,Y",csv/0-csv/item_3513.csv,nt12088,item,col,"(10, 10)"
List all items in Col 8,"N,Y,U,M,D,F,Z,X,N,L",csv/0-csv/item_413.csv,nt12089,item,col,"(10, 10)"
List all items in Col 1,"S,K,I,M,A,V,U,N",csv/0-csv/item_5162.csv,nt12090,item,col,"(8, 8)"
What is the maximum of Col 6?,10,csv/0-csv/arithmetic_4322.csv,nt12091,arithmetic,col,"(8, 8)"
List all items in Col 8,"L,P,M,Y,R,F,I,R,Y,D",csv/0-csv/item_4268.csv,nt12092,item,col,"(10, 10)"
What is the minimum of Row 4?,1,csv/0-csv/arithmetic_5028.csv,nt12093,arithmetic,row,"(10, 10)"
What is the maximum of Col 7?,10,csv/0-csv/arithmetic_2747.csv,nt12094,arithmetic,col,"(8, 8)"
List all items in Row 6,"K,Q,R,Q,S,L,C,I",csv/0-csv/item_3507.csv,nt12095,item,row,"(8, 8)"
What is the minimum of Row 3?,4,csv/0-csv/arithmetic_3459.csv,nt12096,arithmetic,row,"(12, 12)"
List all items in Row 3,"V,C,M,O,I,S,U,Y",csv/0-csv/item_407.csv,nt12097,item,row,"(8, 8)"
List all items in Col 1,"T,M,R,Z,D,Q,E,X,N,N,X,C",csv/0-csv/item_2619.csv,nt12098,item,col,"(12, 12)"
List all items in Col 1,"G,T,P,J,M,T",csv/0-csv/item_5176.csv,nt12099,item,col,"(6, 6)"
What is the minimum of Row 5?,2,csv/0-csv/arithmetic_4336.csv,nt12100,arithmetic,row,"(6, 6)"
List all items in Row 4,"P,V,A,B",csv/0-csv/item_1310.csv,nt12101,item,row,"(4, 4)"
What is the minimum of Row 6?,1,csv/0-csv/arithmetic_479.csv,nt12102,arithmetic,row,"(12, 12)"
What is the maximum of Row 4?,10,csv/0-csv/arithmetic_6521.csv,nt12103,arithmetic,row,"(6, 6)"
What is the maximum of Row 4?,9,csv/0-csv/arithmetic_6247.csv,nt12104,arithmetic,row,"(8, 8)"
What is the maximum of Row 1?,8,csv/0-csv/arithmetic_1528.csv,nt12105,arithmetic,row,"(10, 10)"
List all items in Row 1,"J,U,N,Z,S,P",csv/0-csv/item_1476.csv,nt12106,item,row,"(6, 6)"
List all items in Row 6,"X,D,H,C,G,J,M,B,B,I,J,R",csv/0-csv/item_6319.csv,nt12107,item,row,"(12, 12)"
List all items in Row 2,"K,P,Z,C",csv/0-csv/item_5610.csv,nt12108,item,row,"(4, 4)"
What is the maximum of Col 3?,6,csv/0-csv/arithmetic_4450.csv,nt12109,arithmetic,col,"(4, 4)"
List all items in Row 1,"M,H,Z,X,X,P",csv/0-csv/item_361.csv,nt12110,item,row,"(6, 6)"
What is the minimum of Col 4?,1,csv/0-csv/arithmetic_5996.csv,nt12111,arithmetic,col,"(6, 6)"
What is the maximum of Row 4?,7,csv/0-csv/arithmetic_2021.csv,nt12112,arithmetic,row,"(6, 6)"
List all items in Col 4,"Y,Q,I,Q,P,O",csv/0-csv/item_3261.csv,nt12113,item,col,"(6, 6)"
List all items in Row 6,"U,L,T,C,M,A,E,I,W,X",csv/0-csv/item_5823.csv,nt12114,item,row,"(10, 10)"
List all items in Col 4,"U,S,A,E,R,C,T,O,Y,U,U,Z",csv/0-csv/item_2194.csv,nt12115,item,col,"(12, 12)"
List all items in Row 8,"H,B,L,Y,B,D,C,B,B,Z,N,M",csv/0-csv/item_6494.csv,nt12116,item,row,"(12, 12)"
What is the minimum of Col 6?,1,csv/0-csv/arithmetic_492.csv,nt12117,arithmetic,col,"(8, 8)"
What is the minimum of Col 10?,2,csv/0-csv/arithmetic_2974.csv,nt12118,arithmetic,col,"(12, 12)"
List all items in Col 4,"A,M,Y,U,X,A,C,H,Y,A",csv/0-csv/item_4283.csv,nt12119,item,col,"(10, 10)"
List all items in Row 2,"J,Y,J,Z,Q,R,A,C,S,Q,M,M",csv/0-csv/item_5189.csv,nt12120,item,row,"(12, 12)"
What is the maximum of Row 4?,10,csv/0-csv/arithmetic_2960.csv,nt12121,arithmetic,row,"(4, 4)"
List all items in Row 4,"Q,X,X,B,N,E,M,A",csv/0-csv/item_4297.csv,nt12122,item,row,"(8, 8)"
List all items in Row 3,"D,W,G,A",csv/0-csv/item_6480.csv,nt12123,item,row,"(4, 4)"
What is the maximum of Col 4?,8,csv/0-csv/arithmetic_486.csv,nt12124,arithmetic,col,"(6, 6)"
List all items in Row 11,"J,K,M,Y,I,M,P,A,Z,C,Y,M",csv/0-csv/item_1489.csv,nt12125,item,row,"(12, 12)"
List all items in Row 7,"P,P,I,L,R,P,Z,G",csv/0-csv/item_5837.csv,nt12126,item,row,"(8, 8)"
What is the minimum of Row 11?,1,csv/0-csv/arithmetic_5969.csv,nt12127,arithmetic,row,"(12, 12)"
List all items in Row 4,"C,B,A,Q",csv/0-csv/item_2180.csv,nt12128,item,row,"(4, 4)"
What is the minimum of Col 4?,3,csv/0-csv/arithmetic_6290.csv,nt12129,arithmetic,col,"(4, 4)"
What is the maximum of Col 9?,9,csv/0-csv/arithmetic_5799.csv,nt12130,arithmetic,col,"(12, 12)"
What is the maximum of Row 3?,9,csv/0-csv/arithmetic_4487.csv,nt12131,arithmetic,row,"(8, 8)"
What is the maximum of Row 1?,9,csv/0-csv/arithmetic_5941.csv,nt12132,arithmetic,row,"(6, 6)"
What is the maximum of Row 6?,10,csv/0-csv/arithmetic_2948.csv,nt12133,arithmetic,row,"(10, 10)"
List all items in Row 4,"B,P,L,S,U,H",csv/0-csv/item_2816.csv,nt12134,item,row,"(6, 6)"
What is the minimum of Col 1?,1,csv/0-csv/arithmetic_2790.csv,nt12135,arithmetic,col,"(4, 4)"
What is the minimum of Col 3?,1,csv/0-csv/arithmetic_1299.csv,nt12136,arithmetic,col,"(12, 12)"
List all items in Col 7,"D,X,J,E,N,Z,A,E",csv/0-csv/item_2802.csv,nt12137,item,col,"(8, 8)"
What is the minimum of Col 4?,1,csv/0-csv/arithmetic_2784.csv,nt12138,arithmetic,col,"(12, 12)"
What is the minimum of Col 6?,1,csv/0-csv/arithmetic_4493.csv,nt12139,arithmetic,col,"(10, 10)"
What is the minimum of Col 4?,3,csv/0-csv/arithmetic_5955.csv,nt12140,arithmetic,col,"(4, 4)"
What is the minimum of Col 4?,1,csv/0-csv/arithmetic_6284.csv,nt12141,arithmetic,col,"(12, 12)"
What is the maximum of Col 5?,9,csv/0-csv/arithmetic_1064.csv,nt12142,arithmetic,col,"(12, 12)"
What is the maximum of Col 10?,9,csv/0-csv/arithmetic_653.csv,nt12143,arithmetic,col,"(10, 10)"
List all items in Row 3,"U,S,M,P",csv/0-csv/item_6655.csv,nt12144,item,row,"(4, 4)"
What is the minimum of Row 2?,1,csv/0-csv/arithmetic_3673.csv,nt12145,arithmetic,row,"(10, 10)"
What is the maximum of Row 5?,9,csv/0-csv/arithmetic_17.csv,nt12146,arithmetic,row,"(8, 8)"
List all items in Col 2,"N,D,D,U,G,L,C,D,G,C",csv/0-csv/item_2433.csv,nt12147,item,col,"(10, 10)"
List all items in Col 1,"J,L,F,Z,D,U,U,J",csv/0-csv/item_4042.csv,nt12148,item,col,"(8, 8)"
What is the minimum of Col 7?,3,csv/0-csv/arithmetic_5202.csv,nt12149,arithmetic,col,"(8, 8)"
List all items in Row 5,"V,T,S,O,O,U,K,Q,Y,Y,X,V",csv/0-csv/item_4724.csv,nt12150,item,row,"(12, 12)"
What is the minimum of Col 2?,1,csv/0-csv/arithmetic_5564.csv,nt12151,arithmetic,col,"(12, 12)"
What is the maximum of Col 4?,10,csv/0-csv/arithmetic_3115.csv,nt12152,arithmetic,col,"(4, 4)"
List all items in Row 4,"G,R,H,F",csv/0-csv/item_2355.csv,nt12153,item,row,"(4, 4)"
List all items in Row 3,"E,B,B,F,L,M,O,O,U,A",csv/0-csv/item_6133.csv,nt12154,item,row,"(10, 10)"
What is the minimum of Col 1?,2,csv/0-csv/arithmetic_135.csv,nt12155,arithmetic,col,"(4, 4)"
What is the maximum of Col 5?,10,csv/0-csv/arithmetic_1702.csv,nt12156,arithmetic,col,"(8, 8)"
List all items in Row 9,"C,V,K,B,Q,A,O,S,B,G,G,F",csv/0-csv/item_1884.csv,nt12157,item,row,"(12, 12)"
List all items in Row 3,"E,N,Q,F,X,V,H,Q",csv/0-csv/item_6127.csv,nt12158,item,row,"(8, 8)"
List all items in Row 7,"P,I,Y,Y,P,N,V,H,S,M",csv/0-csv/item_1648.csv,nt12159,item,row,"(10, 10)"
What is the minimum of Col 6?,1,csv/0-csv/arithmetic_121.csv,nt12160,arithmetic,col,"(6, 6)"
What is the maximum of Col 4?,9,csv/0-csv/arithmetic_1716.csv,nt12161,arithmetic,col,"(6, 6)"
List all items in Col 4,"Q,O,W,C",csv/0-csv/item_1890.csv,nt12162,item,col,"(4, 4)"
What is the maximum of Col 12?,8,csv/0-csv/arithmetic_6079.csv,nt12163,arithmetic,col,"(12, 12)"
List all items in Row 3,"L,C,F,H",csv/0-csv/item_4730.csv,nt12164,item,row,"(4, 4)"
What is the maximum of Row 4?,10,csv/0-csv/arithmetic_5570.csv,nt12165,arithmetic,row,"(4, 4)"
What is the minimum of Col 5?,1,csv/0-csv/arithmetic_3101.csv,nt12166,arithmetic,col,"(6, 6)"
List all items in Col 6,"H,B,X,T,E,R",csv/0-csv/item_2341.csv,nt12167,item,col,"(6, 6)"
List all items in Col 8,"E,Q,Q,V,I,M,H,O,K,Q",csv/0-csv/item_5348.csv,nt12168,item,col,"(10, 10)"
What is the maximum of Row 10?,10,csv/0-csv/arithmetic_4108.csv,nt12169,arithmetic,row,"(10, 10)"
What is the maximum of Col 4?,9,csv/0-csv/arithmetic_3667.csv,nt12170,arithmetic,col,"(8, 8)"
List all items in Row 7,"V,P,S,D,I,X,E,T",csv/0-csv/item_2427.csv,nt12171,item,row,"(8, 8)"
List all items in Row 9,"J,C,J,B,L,H,M,L,I,B,N,P",csv/0-csv/item_639.csv,nt12172,item,row,"(12, 12)"
What is the maximum of Col 2?,9,csv/0-csv/arithmetic_2579.csv,nt12173,arithmetic,col,"(12, 12)"
List all items in Col 11,"Y,G,T,Z,I,A,M,T,F,E,N,Y",csv/0-csv/item_3739.csv,nt12174,item,col,"(12, 12)"
List all items in Col 4,"N,C,D,I,S,D",csv/0-csv/item_4056.csv,nt12175,item,col,"(6, 6)"
What is the minimum of Row 1?,2,csv/0-csv/arithmetic_5216.csv,nt12176,arithmetic,row,"(6, 6)"
What is the minimum of Col 1?,3,csv/0-csv/arithmetic_1070.csv,nt12177,arithmetic,col,"(4, 4)"
List all items in Row 2,"Z,B,K,S,F,W,T,H,I,D,G,Z",csv/0-csv/item_6899.csv,nt12178,item,row,"(12, 12)"
What is the minimum of Row 1?,2,csv/0-csv/arithmetic_647.csv,nt12179,arithmetic,row,"(8, 8)"
List all items in Col 2,"R,J,D,M,D,O",csv/0-csv/item_6641.csv,nt12180,item,col,"(6, 6)"
What is the maximum of Row 3?,7,csv/0-csv/arithmetic_4120.csv,nt12181,arithmetic,row,"(4, 4)"
List all items in Row 1,"Q,N,T,O",csv/0-csv/item_5360.csv,nt12182,item,row,"(4, 4)"
List all items in Row 2,"G,Z,A,T,K,Y",csv/0-csv/item_611.csv,nt12183,item,row,"(6, 6)"
List all items in Col 1,"T,L,A,B,N,A",csv/0-csv/item_3711.csv,nt12184,item,col,"(6, 6)"
What is the maximum of Row 6?,8,csv/0-csv/arithmetic_2551.csv,nt12185,arithmetic,row,"(6, 6)"
What is the maximum of Col 2?,10,csv/0-csv/arithmetic_3897.csv,nt12186,arithmetic,col,"(8, 8)"
What is the minimum of Row 4?,4,csv/0-csv/arithmetic_6737.csv,nt12187,arithmetic,row,"(8, 8)"
What is the minimum of Row 5?,3,csv/0-csv/arithmetic_1058.csv,nt12188,arithmetic,row,"(10, 10)"
List all items in Col 1,"P,B,E,P,O,P",csv/0-csv/item_1106.csv,nt12189,item,col,"(6, 6)"
List all items in Col 3,"E,O,W,Z,D,P,V,N,I,K,A,G",csv/0-csv/item_6669.csv,nt12190,item,col,"(12, 12)"
What is the maximum of Row 2?,10,csv/0-csv/arithmetic_109.csv,nt12191,arithmetic,row,"(12, 12)"
List all items in Col 3,"N,H,N,B",csv/0-csv/item_1660.csv,nt12192,item,col,"(4, 4)"
What is the minimum of Col 3?,4,csv/0-csv/arithmetic_6051.csv,nt12193,arithmetic,col,"(6, 6)"
What is the minimum of Col 9?,2,csv/0-csv/arithmetic_5558.csv,nt12194,arithmetic,col,"(10, 10)"
List all items in Col 9,"J,B,L,B,Y,I,K,W,T,V",csv/0-csv/item_4718.csv,nt12195,item,col,"(10, 10)"
List all items in Col 4,"E,X,J,L,C,Y,H,V",csv/0-csv/item_3077.csv,nt12196,item,col,"(8, 8)"
What is the maximum of Col 7?,10,csv/0-csv/arithmetic_2237.csv,nt12197,arithmetic,col,"(8, 8)"
List all items in Col 1,"N,G,U,Q,P,J,U,E,F,J,O,A",csv/0-csv/item_2369.csv,nt12198,item,col,"(12, 12)"
List all items in Row 4,"L,N,C,T,D,D,E,B",csv/0-csv/item_177.csv,nt12199,item,row,"(8, 8)"
What is the maximum of Col 12?,10,csv/0-csv/arithmetic_3129.csv,nt12200,arithmetic,col,"(12, 12)"
What is the minimum of Row 4?,2,csv/0-csv/arithmetic_4646.csv,nt12201,arithmetic,row,"(6, 6)"
List all items in Row 4,"T,S,A,S,F,E",csv/0-csv/item_5406.csv,nt12202,item,row,"(6, 6)"
